x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
28->31,28->27->32->31,28->27->115->114->32->31,28->27->115->114->32->113->17->31,28->27->25->23->32->31,28->27->25->26->30->17->31,28->27->25->26->30->17->113->32->31,28->27->25->26->30->8->5->11->12->17->31,28->27->25->26->30->8->5->4->11->12->17->31,28->27->25->26->30->8->5->6->7->12->17->31,28->27->25->26->30->8->5->6->7->12->15->17->31,28->27->25->26->30->8->5->6->7->12->15->19->17->31,28->27->25->26->30->38->37->34->19->17->31,28->27->25->26->30->38->37->33->15->17->31,28->27->25->26->30->38->37->33->15->19->17->31,28->27->25->26->30->38->37->35->36->34->19->17->31,28->27->25->26->30->38->37->35->36->34->19->15->17->31,28->27->25->26->30->38->37->35->36->34->19->15->12->17->31,28->27->25->26->30->38->37->35->36->34->19->15->12->17->113->32->31,28->27->25->26->30->38->37->35->36->34->19->15->13->11->12->17->31,28->27->25->26->30->38->37->35->36->34->19->20->21->22->23->32->31,28->27->25->26->30->38->65->68->69->70->24->23->32->31,28->27->25->26->30->38->65->68->69->70->71->72->24->23->32->31,28->27->25->26->30->38->65->68->69->75->70->24->23->32->31,28->27->25->26->30->38->65->68->69->75->70->71->72->24->23->32->31,28->27->25->26->30->38->65->68->69->75->74->70->24->23->32->31,28->27->25->26->30->38->65->68->69->75->74->70->71->72->24->23->32->31,28->27->25->26->30->38->65->68->81->80->77->75->70->24->23->32->31,28->27->25->26->30->38->65->68->81->80->77->75->70->71->72->24->23->32->31,28->27->25->26->30->38->65->68->81->80->79->78->77->75->70->24->23->32->31
29->31,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
30->17,30->8->5->11->12->17,30->8->5->4->11->12->17,30->8->5->6->7->12->17,30->8->5->6->7->12->15->17,30->8->5->6->7->12->15->19->17,30->38->37->34->19->17,30->38->37->33->15->17,30->38->37->33->15->19->17,30->38->37->35->36->34->19->17,30->38->37->35->36->34->19->15->17,30->38->37->35->36->34->19->15->12->17,30->26->25->23->32->113->17,30->26->25->23->32->31->17,30->26->25->27->32->113->17,30->26->25->27->32->31->17,30->26->25->27->28->31->17,30->26->25->27->115->114->32->113->17,30->26->25->27->115->114->32->31->17,30->26->25->27->115->114->32->23->22->21->20->19->17,30->26->25->27->115->114->32->23->22->21->20->19->15->17,30->26->25->27->115->114->32->23->22->21->20->19->15->12->17,30->26->25->27->115->114->32->23->22->21->20->19->15->13->11->12->17,30->26->25->27->115->114->32->23->22->21->20->19->15->13->11->5->6->7->12->17,30->26->25->27->115->114->32->23->22->21->20->19->34->37->33->15->17,30->26->25->27->115->114->32->23->22->21->20->19->34->37->33->15->12->17,30->26->25->27->115->114->32->23->22->21->20->19->34->36->35->37->33->15->17,30->26->25->27->115->114->32->23->22->21->20->19->34->36->35->37->33->15->12->17,30->26->25->27->115->114->32->23->24->70->69->68->65->38->37->34->19->17,30->26->25->27->115->114->32->23->24->72->71->70->69->68->65->38->37->34->19->17
30->38,30->17->19->34->37->38,30->17->15->33->37->38,30->17->15->19->34->37->38,30->17->12->15->33->37->38,30->17->12->15->19->34->37->38,30->8->5->11->12->15->33->37->38,30->8->5->4->11->12->15->33->37->38,30->8->5->6->7->12->15->33->37->38,30->8->5->6->7->12->15->19->34->37->38,30->8->5->6->7->12->17->19->34->37->38,30->8->5->6->7->12->17->15->33->37->38,30->8->5->6->7->12->17->15->19->34->37->38,30->8->5->3->12->15->33->37->38,30->8->5->3->12->15->19->34->37->38,30->8->5->3->1->2->12->15->33->37->38,30->8->5->3->1->2->12->15->19->34->37->38,30->8->5->3->1->2->12->17->19->34->37->38,30->8->5->3->1->2->12->17->15->33->37->38,30->8->5->3->1->2->12->17->15->19->34->37->38,30->8->5->3->1->2->12->17->15->19->34->36->35->37->38,30->8->5->3->1->2->12->11->13->15->33->37->38,30->8->5->3->1->2->12->11->13->15->19->34->37->38,30->26->25->23->32->113->17->19->34->37->38,30->26->25->23->32->31->17->19->34->37->38,30->26->25->23->22->21->20->19->34->37->38,30->26->25->23->22->21->20->19->15->33->37->38,30->26->25->27->32->113->17->19->34->37->38,30->26->25->27->32->31->17->19->34->37->38,30->26->25->27->28->31->17->19->34->37->38
31->32,31->28->27->32,31->28->27->115->114->32,31->17->113->32,31->17->19->20->21->22->23->32,31->17->30->26->25->23->32,31->17->15->19->20->21->22->23->32,31->17->12->15->19->20->21->22->23->32,31->17->12->11->5->8->30->26->25->23->32,31->17->12->11->4->5->8->30->26->25->23->32,31->17->12->7->6->5->8->30->26->25->23->32,31->17->12->7->6->5->8->30->26->25->27->32,31->17->12->3->5->8->30->26->25->23->32,31->17->12->2->1->3->5->8->30->26->25->23->32,31->17->12->2->1->3->5->8->30->26->25->27->32,31->17->12->2->1->3->5->8->30->26->25->27->115->114->32,31->17->12->2->1->3->5->11->13->15->19->20->21->22->23->32,31->17->12->2->1->3->5->4->11->13->15->19->20->21->22->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->38->30->26->25->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->34->19->20->21->22->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->35->36->34->19->20->21->22->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->35->36->34->19->20->21->22->23->25->27->32,31->17->12->2->1->3->5->4->11->13->15->33->37->35->36->34->19->20->21->22->23->25->27->115->114->32,31->17->12->2->1->3->5->4->11->13->15->33->37->39->40->42->49->66->65->38->30->26->25->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->39->40->41->42->49->66->65->38->30->26->25->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->40->42->49->66->65->38->30->26->25->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->40->41->42->49->66->65->38->30->26->25->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->40->41->42->49->66->65->68->69->70->24->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->40->41->42->49->66->65->68->69->70->71->72->24->23->32,31->17->12->2->1->3->5->4->11->13->15->33->37->40->42->49->69->70->24->23->32
32->113,32->31->17->113,32->27->28->31->17->113,32->114->115->27->28->31->17->113,32->23->22->21->20->19->17->113,32->23->25->26->30->17->113,32->23->25->26->30->8->5->11->12->17->113,32->23->25->26->30->8->5->4->11->12->17->113,32->23->25->26->30->8->5->6->7->12->17->113,32->23->25->27->28->31->17->113,32->23->24->70->69->68->65->38->30->17->113,32->23->24->72->71->70->69->68->65->38->30->17->113,32->23->24->72->71->70->75->69->68->65->38->30->17->113,32->23->24->72->71->70->74->75->69->68->65->38->30->17->113,32->23->24->72->71->70->74->75->77->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->77->78->79->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->77->69->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->78->79->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->69->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->97->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->80->81->68->65->38->30->8->5->11->12->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->80->81->68->65->38->30->8->5->4->11->12->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->80->81->68->65->38->30->8->5->6->7->12->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->94->100->98->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->94->100->99->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->95->94->100->98->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->95->94->100->99->80->81->68->65->38->30->17->113,32->23->24->72->71->70->74->75->118->76->77->82->96->95->94->100->99->80->81->68->65->38->30->8->5->11->12->17->113
32->114,32->27->115->114,32->31->28->27->115->114,32->113->17->31->28->27->115->114,32->23->25->27->115->114,32->23->22->21->20->19->17->31->28->27->115->114,32->23->22->21->20->19->15->17->31->28->27->115->114,32->23->22->21->20->19->15->12->17->31->28->27->115->114,32->23->22->21->20->19->15->13->11->12->17->31->28->27->115->114,32->23->22->21->20->19->34->37->38->30->17->31->28->27->115->114,32->23->22->21->20->19->34->36->35->37->38->30->17->31->28->27->115->114,32->23->22->21->20->19->34->36->35->37->33->15->17->31->28->27->115->114,32->23->24->70->69->68->65->38->30->17->31->28->27->115->114,32->23->24->72->71->70->69->68->65->38->30->17->31->28->27->115->114,32->23->24->72->71->70->75->69->68->65->38->30->17->31->28->27->115->114,32->23->24->72->71->70->74->75->69->68->65->38->30->17->31->28->27->115->114,32->23->24->70->69->68->65->38->30->26->25->27->115->114,32->23->24->70->75->69->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->69->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->77->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->77->78->79->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->77->69->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->118->76->77->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->118->76->77->78->79->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->118->76->77->69->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->69->68->65->38->30->26->25->27->115->114,32->23->24->70->74->75->69->77->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->69->77->78->79->80->81->68->65->38->30->17->31->28->27->115->114,32->23->24->70->74->75->69->77->78->79->80->81->68->65->38->30->26->25->27->115->114,32->23->24->70->74->75->69->77->78->79->80->81->68->65->38->30->8->5->11->12->17->31->28->27->115->114
33->37,33->15->19->34->37,33->15->17->30->38->37,33->15->17->19->34->37,33->15->12->17->30->38->37,33->15->12->17->19->34->37,33->15->12->11->5->8->30->38->37,33->15->12->11->4->5->8->30->38->37,33->15->12->7->6->5->8->30->38->37,33->15->12->3->5->8->30->38->37,33->15->13->11->12->17->30->38->37,33->15->13->11->5->8->30->38->37,33->15->13->11->4->5->8->30->38->37,33->15->13->11->4->5->6->7->12->17->30->38->37,33->15->13->11->4->5->6->7->12->17->19->34->37,33->15->13->11->4->5->6->7->12->17->19->34->36->35->37,33->15->13->11->4->5->3->12->17->30->38->37,33->15->13->11->4->5->3->12->17->19->34->37,33->15->13->11->4->5->3->1->2->12->17->30->38->37,33->15->13->11->4->5->3->1->2->12->17->19->34->37,33->15->13->11->4->5->3->1->2->12->17->19->34->36->35->37,33->15->13->11->4->5->3->1->2->12->17->113->32->23->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->32->23->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->32->23->22->21->20->19->34->37,33->15->13->11->4->5->3->1->2->12->17->31->32->27->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->28->27->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->28->27->32->23->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->28->27->115->114->32->23->25->26->30->38->37,33->15->13->11->4->5->3->1->2->12->17->31->28->27->115->114->32->23->22->21->20->19->34->37,33->15->13->11->4->5->3->1->2->12->17->31->28->27->115->114->32->23->22->21->20->19->34->36->35->37
34->36,34->37->35->36,34->19->15->33->37->35->36,34->19->17->30->38->37->35->36,34->19->17->15->33->37->35->36,34->19->17->12->15->33->37->35->36,34->19->17->12->11->5->8->30->38->37->35->36,34->19->17->12->11->4->5->8->30->38->37->35->36,34->19->17->12->7->6->5->8->30->38->37->35->36,34->19->17->12->3->5->8->30->38->37->35->36,34->19->17->12->2->1->3->5->8->30->38->37->35->36,34->43->44->45->49->66->65->38->37->35->36,34->43->44->45->46->47->49->66->65->38->37->35->36,34->43->44->45->49->42->40->37->35->36,34->43->44->45->49->42->40->39->37->35->36,34->43->44->45->49->42->41->40->39->37->35->36,34->43->44->45->49->42->41->40->37->35->36,34->43->44->45->49->69->68->65->38->37->35->36,34->43->44->45->49->47->69->68->65->38->37->35->36,34->43->44->45->49->47->69->77->80->81->68->65->38->37->35->36,34->43->44->45->49->47->69->77->78->79->80->81->68->65->38->37->35->36,34->43->44->45->49->54->59->63->64->65->38->37->35->36,34->43->44->45->49->54->56->55->59->63->64->65->38->37->35->36,34->43->44->45->49->51->58->56->55->59->63->64->65->38->37->35->36,34->43->44->45->49->50->57->56->55->59->63->64->65->38->37->35->36,34->43->44->45->49->50->57->56->54->59->63->64->65->38->37->35->36,34->43->44->45->49->48->46->47->69->68->65->38->37->35->36,34->43->44->45->49->48->46->47->69->77->80->81->68->65->38->37->35->36,34->43->44->45->49->48->46->47->69->77->78->79->80->81->68->65->38->37->35->36,34->43->44->45->49->48->46->47->69->77->82->96->97->80->81->68->65->38->37->35->36
34->37,34->36->35->37,34->19->15->33->37,34->19->17->30->38->37,34->19->17->15->33->37,34->19->17->12->15->33->37,34->19->17->12->11->5->8->30->38->37,34->19->17->12->11->4->5->8->30->38->37,34->19->17->12->7->6->5->8->30->38->37,34->19->17->12->3->5->8->30->38->37,34->19->17->12->2->1->3->5->8->30->38->37,34->43->44->45->49->66->65->38->37,34->43->44->45->46->47->49->66->65->38->37,34->43->44->45->49->42->40->37,34->43->44->45->49->42->40->39->37,34->43->44->45->49->42->41->40->39->37,34->43->44->45->49->42->41->40->37,34->43->44->45->49->69->68->65->38->37,34->43->44->45->49->47->69->68->65->38->37,34->43->44->45->49->47->69->77->80->81->68->65->38->37,34->43->44->45->49->47->69->77->78->79->80->81->68->65->38->37,34->43->44->45->49->54->59->63->64->65->38->37,34->43->44->45->49->54->56->55->59->63->64->65->38->37,34->43->44->45->49->51->58->56->55->59->63->64->65->38->37,34->43->44->45->49->50->57->56->55->59->63->64->65->38->37,34->43->44->45->49->50->57->56->54->59->63->64->65->38->37,34->43->44->45->49->48->46->47->69->68->65->38->37,34->43->44->45->49->48->46->47->69->77->80->81->68->65->38->37,34->43->44->45->49->48->46->47->69->77->78->79->80->81->68->65->38->37,34->43->44->45->49->48->46->47->69->77->82->96->97->80->81->68->65->38->37
34->43,34->37->38->65->66->49->45->44->43,34->36->35->37->38->65->66->49->45->44->43,34->36->35->37->38->65->66->49->47->46->45->44->43,34->36->35->37->39->40->42->49->45->44->43,34->36->35->37->39->40->41->42->49->45->44->43,34->36->35->37->40->42->49->45->44->43,34->36->35->37->40->41->42->49->45->44->43,34->19->17->30->38->65->66->49->45->44->43,34->19->15->17->30->38->65->66->49->45->44->43,34->19->15->12->17->30->38->65->66->49->45->44->43,34->19->15->12->11->5->8->30->38->65->66->49->45->44->43,34->19->15->33->37->38->65->66->49->45->44->43,34->19->15->33->37->38->65->66->49->47->46->45->44->43,34->19->15->33->37->39->40->42->49->45->44->43,34->19->15->33->37->39->40->41->42->49->45->44->43,34->19->15->33->37->40->42->49->45->44->43,34->19->15->33->37->40->41->42->49->45->44->43,34->19->15->13->11->12->17->30->38->65->66->49->45->44->43,34->19->15->13->11->5->8->30->38->65->66->49->45->44->43,34->19->15->13->11->4->5->8->30->38->65->66->49->45->44->43,34->19->15->13->11->4->5->8->30->38->65->66->49->47->46->45->44->43,34->19->15->13->11->4->5->6->7->12->17->30->38->65->66->49->45->44->43,34->19->15->13->11->4->5->6->7->12->17->30->38->65->66->49->47->46->45->44->43,34->19->15->13->11->4->5->3->12->17->30->38->65->66->49->45->44->43,34->19->20->21->22->23->25->26->30->38->65->66->49->45->44->43,34->19->20->21->22->23->32->113->17->30->38->65->66->49->45->44->43,34->19->20->21->22->23->32->31->17->30->38->65->66->49->45->44->43,34->19->20->21->22->23->24->70->69->68->65->66->49->45->44->43,34->19->20->21->22->23->24->72->71->70->69->68->65->66->49->45->44->43
35->36,35->37->34->36,35->37->33->15->19->34->36,35->37->38->30->17->19->34->36,35->37->38->30->17->15->19->34->36,35->37->38->30->17->12->15->19->34->36,35->37->38->30->8->5->11->12->15->19->34->36,35->37->38->30->8->5->4->11->12->15->19->34->36,35->37->38->30->8->5->6->7->12->15->19->34->36,35->37->38->30->8->5->6->7->12->17->19->34->36,35->37->38->30->8->5->6->7->12->17->15->19->34->36,35->37->38->30->8->5->3->12->15->19->34->36,35->37->38->30->8->5->3->12->17->19->34->36,35->37->38->30->8->5->3->1->2->12->15->19->34->36,35->37->38->30->8->5->3->1->2->12->17->19->34->36,35->37->38->30->8->5->3->1->2->12->17->15->19->34->36,35->37->38->65->66->49->45->44->43->34->36,35->37->38->65->66->49->47->46->45->44->43->34->36,35->37->39->40->42->49->45->44->43->34->36,35->37->39->40->41->42->49->45->44->43->34->36,35->37->40->42->49->45->44->43->34->36,35->37->40->41->42->49->45->44->43->34->36,35->37->40->41->42->49->47->46->45->44->43->34->36,35->37->40->41->42->49->48->46->45->44->43->34->36,35->37->40->41->42->49->66->65->38->30->17->19->34->36,35->37->40->41->42->49->66->65->38->30->17->15->19->34->36,35->37->40->41->42->49->66->65->38->30->17->12->15->19->34->36,35->37->40->41->42->49->66->65->38->30->8->5->11->12->15->19->34->36,35->37->40->41->42->49->69->68->65->38->30->17->19->34->36,35->37->40->41->42->49->69->68->65->38->30->17->15->19->34->36
35->37,35->36->34->37,35->36->34->19->15->33->37,35->36->34->19->17->30->38->37,35->36->34->19->17->15->33->37,35->36->34->19->17->12->15->33->37,35->36->34->19->17->12->11->5->8->30->38->37,35->36->34->19->17->12->11->4->5->8->30->38->37,35->36->34->19->17->12->7->6->5->8->30->38->37,35->36->34->19->17->12->3->5->8->30->38->37,35->36->34->19->17->12->2->1->3->5->8->30->38->37,35->36->34->43->44->45->49->66->65->38->37,35->36->34->43->44->45->46->47->49->66->65->38->37,35->36->34->43->44->45->49->42->40->37,35->36->34->43->44->45->49->42->40->39->37,35->36->34->43->44->45->49->42->41->40->39->37,35->36->34->43->44->45->49->42->41->40->37,35->36->34->43->44->45->49->69->68->65->38->37,35->36->34->43->44->45->49->47->69->68->65->38->37,35->36->34->43->44->45->49->47->69->77->80->81->68->65->38->37,35->36->34->43->44->45->49->47->69->77->78->79->80->81->68->65->38->37,35->36->34->43->44->45->49->54->59->63->64->65->38->37,35->36->34->43->44->45->49->54->56->55->59->63->64->65->38->37,35->36->34->43->44->45->49->51->58->56->55->59->63->64->65->38->37,35->36->34->43->44->45->49->50->57->56->55->59->63->64->65->38->37,35->36->34->43->44->45->49->50->57->56->54->59->63->64->65->38->37,35->36->34->43->44->45->49->48->46->47->69->68->65->38->37,35->36->34->43->44->45->49->48->46->47->69->77->80->81->68->65->38->37,35->36->34->43->44->45->49->48->46->47->69->77->78->79->80->81->68->65->38->37,35->36->34->43->44->45->49->48->46->47->69->77->82->96->97->80->81->68->65->38->37
37->39,37->40->39,37->38->65->66->49->42->40->39,37->38->65->66->49->42->41->40->39,37->34->43->44->45->49->42->40->39,37->34->43->44->45->49->42->41->40->39,37->35->36->34->43->44->45->49->42->40->39,37->35->36->34->43->44->45->49->42->41->40->39,37->35->36->34->43->44->45->46->47->49->42->40->39,37->35->36->34->43->44->45->46->47->49->42->41->40->39,37->33->15->17->30->38->65->66->49->42->40->39,37->33->15->17->30->38->65->66->49->42->41->40->39,37->33->15->19->17->30->38->65->66->49->42->40->39,37->33->15->19->17->30->38->65->66->49->42->41->40->39,37->33->15->12->17->30->38->65->66->49->42->40->39,37->33->15->12->17->30->38->65->66->49->42->41->40->39,37->33->15->12->11->5->8->30->38->65->66->49->42->40->39,37->33->15->12->11->5->8->30->38->65->66->49->42->41->40->39,37->33->15->12->11->4->5->8->30->38->65->66->49->42->40->39,37->33->15->12->11->4->5->8->30->38->65->66->49->42->41->40->39,37->33->15->12->7->6->5->8->30->38->65->66->49->42->40->39,37->33->15->12->7->6->5->8->30->38->65->66->49->42->41->40->39,37->33->15->12->3->5->8->30->38->65->66->49->42->40->39,37->33->15->12->3->5->8->30->38->65->66->49->42->41->40->39,37->33->15->13->11->12->17->30->38->65->66->49->42->40->39,37->33->15->13->11->12->17->30->38->65->66->49->42->41->40->39,37->33->15->13->11->5->8->30->38->65->66->49->42->40->39,37->33->15->13->11->5->8->30->38->65->66->49->42->41->40->39,37->33->15->13->11->4->5->8->30->38->65->66->49->42->40->39,37->33->15->13->11->4->5->8->30->38->65->66->49->42->41->40->39
37->39->40,37->40,37->38->65->66->49->42->40,37->38->65->66->49->42->41->40,37->34->43->44->45->49->42->40,37->34->43->44->45->49->42->41->40,37->35->36->34->43->44->45->49->42->40,37->35->36->34->43->44->45->49->42->41->40,37->35->36->34->43->44->45->46->47->49->42->40,37->35->36->34->43->44->45->46->47->49->42->41->40,37->33->15->17->30->38->65->66->49->42->40,37->33->15->17->30->38->65->66->49->42->41->40,37->33->15->19->17->30->38->65->66->49->42->40,37->33->15->19->17->30->38->65->66->49->42->41->40,37->33->15->12->17->30->38->65->66->49->42->40,37->33->15->12->17->30->38->65->66->49->42->41->40,37->33->15->12->11->5->8->30->38->65->66->49->42->40,37->33->15->12->11->5->8->30->38->65->66->49->42->41->40,37->33->15->12->11->4->5->8->30->38->65->66->49->42->40,37->33->15->12->11->4->5->8->30->38->65->66->49->42->41->40,37->33->15->12->7->6->5->8->30->38->65->66->49->42->40,37->33->15->12->7->6->5->8->30->38->65->66->49->42->41->40,37->33->15->12->3->5->8->30->38->65->66->49->42->40,37->33->15->12->3->5->8->30->38->65->66->49->42->41->40,37->33->15->13->11->12->17->30->38->65->66->49->42->40,37->33->15->13->11->12->17->30->38->65->66->49->42->41->40,37->33->15->13->11->5->8->30->38->65->66->49->42->40,37->33->15->13->11->5->8->30->38->65->66->49->42->41->40,37->33->15->13->11->4->5->8->30->38->65->66->49->42->40,37->33->15->13->11->4->5->8->30->38->65->66->49->42->41->40
38->37,38->30->17->19->34->37,38->30->17->15->33->37,38->30->17->15->19->34->37,38->30->17->12->15->33->37,38->30->17->12->15->19->34->37,38->30->8->5->11->12->15->33->37,38->30->8->5->4->11->12->15->33->37,38->30->8->5->6->7->12->15->33->37,38->30->8->5->6->7->12->15->19->34->37,38->30->8->5->6->7->12->17->19->34->37,38->30->8->5->6->7->12->17->15->33->37,38->30->8->5->6->7->12->17->15->19->34->37,38->30->8->5->3->12->15->33->37,38->30->8->5->3->12->15->19->34->37,38->30->8->5->3->1->2->12->15->33->37,38->30->8->5->3->1->2->12->15->19->34->37,38->30->8->5->3->1->2->12->17->19->34->37,38->30->8->5->3->1->2->12->17->15->33->37,38->30->8->5->3->1->2->12->17->15->19->34->37,38->30->8->5->3->1->2->12->17->15->19->34->36->35->37,38->65->66->49->42->40->39->37,38->65->66->49->42->41->40->39->37,38->65->66->49->42->40->37,38->65->66->49->45->44->43->34->37,38->65->66->49->45->44->43->34->36->35->37,38->65->66->49->47->46->45->44->43->34->37,38->65->68->69->49->42->40->39->37,38->65->68->69->49->42->41->40->39->37,38->65->68->69->49->42->40->37
38->65,38->37->39->40->42->49->66->65,38->37->39->40->41->42->49->66->65,38->37->40->42->49->66->65,38->37->40->41->42->49->66->65,38->37->34->43->44->45->49->66->65,38->37->35->36->34->43->44->45->49->66->65,38->37->35->36->34->43->44->45->46->47->49->66->65,38->37->35->36->34->43->44->45->46->48->49->66->65,38->30->26->25->23->24->72->71->70->69->68->65,38->30->26->25->23->24->70->69->68->65,38->30->17->113->32->23->24->70->69->68->65,38->30->17->113->32->23->24->72->71->70->69->68->65,38->30->17->31->32->23->24->72->71->70->69->68->65,38->30->17->31->32->23->24->70->69->68->65,38->30->17->19->34->43->44->45->49->66->65,38->30->17->19->34->37->39->40->42->49->66->65,38->30->17->19->34->37->39->40->41->42->49->66->65,38->30->17->19->34->37->40->42->49->66->65,38->30->17->19->34->37->40->41->42->49->66->65,38->30->17->15->33->37->39->40->42->49->66->65,38->30->17->15->33->37->39->40->41->42->49->66->65,38->30->17->15->33->37->40->42->49->66->65,38->30->17->15->33->37->40->41->42->49->66->65,38->30->17->15->33->37->34->43->44->45->49->66->65,38->30->17->15->19->34->43->44->45->49->66->65,38->30->17->15->19->34->37->39->40->42->49->66->65,38->30->17->15->19->34->37->39->40->41->42->49->66->65,38->30->17->15->19->34->37->40->42->49->66->65,38->30->17->15->19->34->37->40->41->42->49->66->65
39->40,39->37->40,39->37->38->65->66->49->42->40,39->37->38->65->66->49->42->41->40,39->37->34->43->44->45->49->42->40,39->37->34->43->44->45->49->42->41->40,39->37->35->36->34->43->44->45->49->42->40,39->37->35->36->34->43->44->45->49->42->41->40,39->37->35->36->34->43->44->45->46->47->49->42->40,39->37->35->36->34->43->44->45->46->47->49->42->41->40,39->37->33->15->17->30->38->65->66->49->42->40,39->37->33->15->17->30->38->65->66->49->42->41->40,39->37->33->15->19->17->30->38->65->66->49->42->40,39->37->33->15->19->17->30->38->65->66->49->42->41->40,39->37->33->15->12->17->30->38->65->66->49->42->40,39->37->33->15->12->17->30->38->65->66->49->42->41->40,39->37->33->15->12->11->5->8->30->38->65->66->49->42->40,39->37->33->15->12->11->5->8->30->38->65->66->49->42->41->40,39->37->33->15->12->11->4->5->8->30->38->65->66->49->42->40,39->37->33->15->12->11->4->5->8->30->38->65->66->49->42->41->40,39->37->33->15->12->7->6->5->8->30->38->65->66->49->42->40,39->37->33->15->12->7->6->5->8->30->38->65->66->49->42->41->40,39->37->33->15->12->3->5->8->30->38->65->66->49->42->40,39->37->33->15->12->3->5->8->30->38->65->66->49->42->41->40,39->37->33->15->13->11->12->17->30->38->65->66->49->42->40,39->37->33->15->13->11->12->17->30->38->65->66->49->42->41->40,39->37->33->15->13->11->5->8->30->38->65->66->49->42->40,39->37->33->15->13->11->5->8->30->38->65->66->49->42->41->40,39->37->33->15->13->11->4->5->8->30->38->65->66->49->42->40,39->37->33->15->13->11->4->5->8->30->38->65->66->49->42->41->40
